wordID,word,pos,definition
3267,lazy,superl.,Disinclined to action or exertion
3268,lead,n.,"One of the elements, a heavy, pliable, inelastic metal, having a bright, bluish color, but easily tarnished"
3269,leading,p. pr. & vb. n.,of Lead
3270,led,imp. & p. p.,of Lead
3271,leader,n.,"One who, or that which, leads or conducts"
3272,leadership,n.,The office of a leader
3273,leaves,pl. ,of Leaf
3274,leaf,n.,"A colored, usually green, expansion growing from the side of a stem or rootstock, in which the sap for the use of the plant is elaborated under the influence of light"
3275,league,n.,"A measure of length or distance, varying in different countries from about 2"
3276,lean,v. t.,To conceal
3277,learned,imp. & p. p.,of Learn
3278,learning,p. pr. & vb. n.,of Learn
3279,learn,v. t.,To gain knowledge or information of
3280,lease,v. i.,To gather what harvesters have left behind
3281,leasing,p. pr. & vb. n.,of Lease
3282,least,a.,"Smallest, either in size or degree"
3283,leather,n.,"The skin of an animal, or some part of such skin, tanned, tawed, or otherwise dressed for use"
3284,leaving,p. pr. & vb. n.,of Leave
3285,leave,v. i.,To send out leaves
3286,left,imp. & p. p.,of Leave
3287,lecture,n.,The act of reading
3288,lee,v. i.,To lie
3289,leg,n.,"A limb or member of an animal used for supporting the body, and in running, climbing, and swimming"
3290,legacy,n.,"A gift of property by will, esp"
3291,legal,a.,"Created by, permitted by, in conformity with, or relating to, law"
3292,legally,adv.,In a legal manner
3293,legend,n.,That which is appointed to be read
3294,legendary,a.,Of or pertaining to a legend or to legends
3295,legislation,n.,The act of legislating
3296,legislative,a.,"Making, or having the power to make, a law or laws"
3297,legislature,n.,The body of persons in a state or kingdom invested with power to make and repeal laws
3298,legitimate,a.,Accordant with law or with established legal forms and requirements
3299,leisure,n.,Freedom from occupation or business
3300,lemon,n.,"An oval or roundish fruit resembling the orange, and containing a pulp usually intensely acid"
3301,lending,p. pr. & vb. n.,of Lend
3302,lender,n.,One who lends
3303,length,a.,"The longest, or longer, dimension of any object, in distinction from breadth or width"
3304,lenses,pl. ,of Lens
3305,lens,n.,"A piece of glass, or other transparent substance, ground with two opposite regular surfaces, either both curved, or one curved and the other plane, and commonly used, either singly or combined, in optical instruments, for changing the direction of rays of light, and thus magnifying objects, or otherwise modifying vision"
3306,leo,n.,"The Lion, the fifth sign of the zodiac, marked thus [/] in almanacs"
3307,leon,n.,A lion
3308,les,n.,A leash
3309,lesbian,a.,"Of or pertaining to the island anciently called Lesbos, now Mitylene, in the Grecian Archipelago"
3310,less,conj.,Unless
3311,lesser,a.,Less
3312,lesson,n.,Anything read or recited to a teacher by a pupil or learner
3313,let,v. t.,To retard
3314,letting,p. pr. & vb. n.,of Let
3315,letter,n.,One who lets or permits
3316,level,n.,"A line or surface to which, at every point, a vertical or plumb line is perpendicular"
3317,levy,n.,"A name formerly given in Pennsylvania, Maryland, and Virginia to the Spanish real of one eighth of a dollar (or 12/ cents), valued at eleven pence when the dollar was rated at 7s"
3318,lewis,n.,Alt
3319,li,n.,"A Chinese measure of distance, being a little more than one third of a mile"
3320,liabilities,pl. ,of Liability
3321,liability,n.,The state of being liable
3322,liable,v. t.,Bound or obliged in law or equity
3323,lib,v. t.,To castrate
3324,liberal,a.,Free by birth
3325,liberty,n.,The state of a free person
3326,librarian,n.,One who has the care or charge of a library
3327,libraries,pl. ,of Library
3328,library,n.,"A considerable collection of books kept for use, and not as merchandise"
3329,license,n.,Authority or liberty given to do or forbear any act
3330,licensed,imp. & p. p.,of License
3331,licensing,p. pr. & vb. n.,of License
3332,licking,p. pr. & vb. n.,of Lick
3333,lid,n.,"That which covers the opening of a vessel or box, etc"
3334,lie,n.,See Lye
3335,lying,p. pr. & vb. n.,of Lie
3336,lives,pl. ,of Life
3337,life,n.,"The state of being which begins with generation, birth, or germination, and ends with death"
3338,lifetime,n.,The time that life continues
3339,lift,n.,The sky
3340,light,n.,"That agent, force, or action in nature by the operation of which upon the organs of sight, objects are rendered visible or luminous"
3341,lit,0,of Light
3342,lighting,p. pr. & vb. n.,of Light
3343,lighter,n.,"One who, or that which, lights"
3344,lightning,n.,"A discharge of atmospheric electricity, accompanied by a vivid flash of light, commonly from one cloud to another, sometimes from a cloud to the earth"
3345,lights,n. pl.,The lungs of an animal or bird
3346,like,superl.,"Having the same, or nearly the same, appearance, qualities, or characteristics"
3347,liked,imp. & p. p.,of Like
3348,likelihood,n.,Appearance
3349,likely,a.,Worthy of belief
3350,likewise,n.,In like manner
3351,lime,n.,A thong by which a dog is led
3352,limit,v. t.,"That which terminates, circumscribes, restrains, or confines"
3353,limited,imp. & p. p.,of Limit
3354,limiting,p. pr. & vb. n.,of Limit
3355,limitation,v. t.,The act of limiting
3356,line,n.,Flax
3357,lined,imp. & p. p.,of Line
3358,linear,a.,Of or pertaining to a line
3359,link,n.,"A torch made of tow and pitch, or the like"
3360,linked,imp. & p. p.,of Link
3361,linking,p. pr. & vb. n.,of Link
3362,lion,n.,"A large carnivorous feline mammal (Felis leo), found in Southern Asia and in most parts of Africa, distinct varieties occurring in the different countries"
3363,lip,n.,One of the two fleshy folds which surround the orifice of the mouth in man and many other animals
3364,liquid,a.,Flowing freely like water
3365,list,n.,"A line inclosing or forming the extremity of a piece of ground, or field of combat"
3366,listed,imp. & p. p.,of List
3367,listing,p. pr. & vb. n.,of List
3368,listening,p. pr. & vb. n.,of Listen
3369,listen,v. i.,To give close attention with the purpose of hearing
3370,lite,"adv., & n.",Little
3371,literacy,n.,State of being literate
3372,literally,adv.,According to the primary and natural import of words
3373,literary,a.,Of or pertaining to letters or literature
3374,literature,n.,Learning
3375,litigation,n.,The act or process of litigating
3376,little,a.,Small in size or extent
3377,lived,imp. & p. p.,of Live
3378,living,p. pr. & vb. n.,of Live
3379,live,v. i.,To be alive
3380,liver,n.,"One who, or that which, lives"
3381,lo,interj.,Look
3382,load,v.,A burden
3383,loaded,imp. & p. p.,of Load
3384,loading,p. pr. & vb. n.,of Load
3385,loan,n.,A loanin
3386,lobby,n.,"A passage or hall of communication, especially when large enough to serve also as a waiting room"
3387,local,a.,"Of or pertaining to a particular place, or to a definite region or portion of space"
3388,locale,n.,"A place, spot, or location"
3389,locally,adv.,With respect to place
3390,located,imp. & p. p.,of Locate
3391,locate,v. t.,To place
3392,location,n.,The act or process of locating
3393,locator,n.,"One who locates, or is entitled to locate, land or a mining claim"
3394,lock,n.,A tuft of hair
3395,locked,imp. & p. p.,of Lock
3396,locking,p. pr. & vb. n.,of Lock
3397,lodge,n.,A shelter in which one may rest
3398,lodging,p. pr. & vb. n.,of Lodge
3399,log,n.,"A Hebrew measure of liquids, containing 2"
3400,logged,imp. & p. p.,of Log
3401,logging,p. pr. & vb. n.,of Log
3402,logan,n.,A rocking or balanced stone
3403,logic,n.,"The science or art of exact reasoning, or of pure and formal thought, or of the laws according to which the processes of pure thinking should be conducted"
3404,logical,a.,Of or pertaining to logic
3405,logistics,n.,That branch of the military art which embraces the details of moving and supplying armies
3406,logos,n.,A word
3407,london,n.,The capital city of England
3408,lone,n.,A lane
3409,lonely,superl.,Sequestered from company or neighbors
3410,long,superl.,"Drawn out in a line, or in the direction of length"
3411,longer,n.,One who longs for anything
3412,longitude,n.,Length
3413,looked,imp. & p. p.,of Look
3414,looking,p. pr. & vb. n.,of Look
3415,look,v. i.,To direct the eyes for the purpose of seeing something
3416,loop,n.,A mass of iron in a pasty condition gathered into a ball for the tilt hammer or rolls
3417,loose,superl.,Unbound
3418,lord,n.,A hump-backed person
3419,los,n.,Praise
3420,losing,imp. & p. p.,of Lose
3421,lose,v. t.,"To part with unintentionally or unwillingly, as by accident, misfortune, negligence, penalty, forfeit, etc"
3422,loss,v. t.,The act of losing
3423,lost,v. t.,Parted with unwillingly or unintentionally
3424,lot,n.,That which happens without human design or forethought
3425,lottery,n.,A scheme for the distribution of prizes by lot or chance
3426,lotus,n.,A name of several kinds of water lilies
3427,loud,superl.,"Having, making, or being a strong or great sound"
3428,lounge,a.,"To spend time lazily, whether lolling or idly sauntering"
3429,love,n.,A feeling of strong attachment induced by that which delights or commands admiration
3430,loved,imp. & p. p.,of Love
3431,loving,p. pr. & vb. n.,of Love
3432,lovely,superl.,"Having such an appearance as excites, or is fitted to excite, love"
3433,lover,n.,One who loves
3434,low,0,strong imp
3435,lower,a.,Compar
3436,lu,n. & v. t.,See Loo
3437,luck,n.,That which happens to a person
3438,lucky,superl.,Favored by luck
3439,luggage,n.,That which is lugged
3440,luke,a.,Moderately warm
3441,lunch,n.,A luncheon
3442,lung,n.,An organ for aerial respiration
3443,luxury,n.,"A free indulgence in costly food, dress, furniture, or anything expensive which gratifies the appetites or tastes"
3444,lyric,a.,Alt
3445,m,0,"M, the thirteenth letter of the English alphabet, is a vocal consonant, and from the manner of its formation, is called the labio-nasal consonant"
3446,ma,n.,A child's word for mother
3447,mad,n.,A slattern
3448,mac,0,"A prefix, in names of Scotch origin, signifying son"
3449,machine,n.,"In general, any combination of bodies so connected that their relative motions are constrained, and by means of which force and motion may be transmitted and modified, as a screw and its nut, or a lever arranged to turn about a fulcrum or a pulley about its pivot, etc"
3450,machinery,n.,"Machines, in general, or collectively"
3451,macintosh,n.,Same as Mackintosh
3452,made,n.,"See Mad, n"
3453,madness,a.,The condition of being mad
3454,madonna,n.,My lady
3455,magazine,n.,"A receptacle in which anything is stored, especially military stores, as ammunition, arms, provisions, etc"
3456,magic,a.,"A comprehensive name for all of the pretended arts which claim to produce effects by the assistance of supernatural beings, or departed spirits, or by a mastery of secret forces in nature attained by a study of occult science, including enchantment, conjuration, witchcraft, sorcery, necromancy, incantation, etc"
3457,magical,a.,Pertaining to the hidden wisdom supposed to be possessed by the Magi
3458,magnet,n.,The loadstone
3459,magnetic,a.,Alt
3460,magnificent,a.,Doing grand things
3461,magnitude,n.,Extent of dimensions
3462,maiden,n.,An unmarried woman
3463,mail,n.,A spot
3464,mailed,imp. & p. p.,of Mail
3465,mailing,p. pr. & vb. n.,of Mail
3466,main,n.,A hand or match at dice
3467,maine,n.,One of the New England States
3468,mainland,n.,The continent
3469,mainly,adv.,Very strongly
3470,maintained,imp. & p. p.,of Maintain
3471,maintaining,p. pr. & vb. n.,of Maintain
3472,maintain,v. t.,To hold or keep in any particular state or condition
3473,maintenance,n.,The act of maintaining
3474,major,a.,"Greater in number, quantity, or extent"
3475,majority,n.,The quality or condition of being major or greater
3476,make,n.,A companion
3477,making,p. pr. & vb. n.,of Make
3478,maker,n.,"One who makes, forms, or molds"
3479,male,a.,Evil
3480,mall,n.,A large heavy wooden beetle
3481,malpractice,n.,Evil practice
3482,man,n.,A human being
3483,manage,n.,"The handling or government of anything, but esp"
3484,managed,imp. & p. p.,of Manage
3485,managing,p. pr. & vb. n.,of Manage
3486,management,v.,The act or art of managing
3487,manager,n.,One who manages
3488,mandate,n.,An official or authoritative command
3489,mandatory,a.,Containing a command
3490,manner,n.,Mode of action
3491,manor,n.,"The land belonging to a lord or nobleman, or so much land as a lord or great personage kept in his own hands, for the use and subsistence of his family"
3492,manual,a.,Of or pertaining to the hand
3493,manually,adv.,By hand
3494,manufacture,n.,"The operation of making wares or any products by hand, by machinery, or by other agency"
3495,manufactured,imp. & p. p.,of Manufacture
3496,manufacturing,p. pr. & vb. n.,of Manufacture
3497,manufacturer,n.,One who manufactures
3498,many,n.,A retinue of servants
3499,map,n.,"A representation of the surface of the earth, or of some portion of it, showing the relative position of the parts represented"
3500,mapping,p. pr. & vb. n.,of Map
3501,maple,n.,"A tree of the genus Acer, including about fifty species"
3502,mar,n.,A small lake
3503,marble,n.,"A massive, compact limestone"
3504,marc,n.,"The refuse matter which remains after the pressure of fruit, particularly of grapes"
3505,march,n.,"The third month of the year, containing thirty-one days"
3506,margin,n.,A border
3507,marie,interj.,Marry
3508,marine,a.,Of or pertaining to the sea
3509,maritime,a.,"Bordering on, or situated near, the ocean"
3510,mark,n.,A license of reprisals
3511,marked,imp. & p. p.,of Mark
3512,marking,p. pr. & vb. n.,of Mark
3513,marker,n.,One who or that which marks
3514,market,n.,"A meeting together of people, at a stated time and place, for the purpose of traffic (as in cattle, provisions, wares, etc"
3515,marketing,p. pr. & vb. n.,of Market
3516,marriage,v. t.,"The act of marrying, or the state of being married"
3517,married,imp. & p. p.,of Marry
3518,mars,n.,The god of war and husbandry
3519,marsh,n.,"A tract of soft wet land, commonly covered partially or wholly with water"
3520,mart,n.,A market
3521,martial,a.,"Of, pertaining to, or suited for, war"
3522,martin,n.,A perforated stone-faced runner for grinding
3523,marvel,n.,That which causes wonder
3524,mary,n.,Marrow
3525,mask,n.,"A cover, or partial cover, for the face, used for disguise or protection"
3526,mason,n.,One whose occupation is to build with stone or brick
3527,mass,n.,"The sacrifice in the sacrament of the Eucharist, or the consecration and oblation of the host"
3528,massage,n.,"A rubbing or kneading of the body, especially when performed as a hygienic or remedial measure"
3529,massive,a.,"Forming, or consisting of, a large mass"
3530,master,n.,A vessel having (so many) masts
3531,masturbation,n.,Onanism
3532,mat,n.,"A name given by coppersmiths to an alloy of copper, tin, iron, etc"
3533,match,n.,"Anything used for catching and retaining or communicating fire, made of some substance which takes fire readily, or remains burning some time"
3534,matched,imp. & p. p.,of Match
3535,matching,p. pr. & vb. n.,of Match
3536,mate,n.,"The Paraguay tea, being the dried leaf of the Brazilian holly (Ilex Paraguensis)"
3537,mating,p. pr. & vb. n.,of Mate
3538,material,a.,Consisting of matter
3539,maternity,n.,The state of being a mother
3540,math,n.,"A mowing, or that which is gathered by mowing"
3541,mathematical,a.,Of or pertaining to mathematics
3542,mathematics,n.,"That science, or class of sciences, which treats of the exact relations existing between quantities or magnitudes, and of the methods by which, in accordance with these relations, quantities sought are deducible from other quantities known or supposed"
3543,matrix,n.,The womb
3544,matt,n.,See Matte
3545,matter,n.,That of which anything is composed
3546,mattress,n.,A quilted bed
3547,mature,superl.,Brought by natural process to completeness of growth and development
3548,maximize,v. t.,To increase to the highest degree
3549,maximum,n.,The greatest quantity or value attainable in a given case
3550,might,imp.,of May
3551,may,v.,"An auxiliary verb qualifyng the meaning of another verb, by expressing: (a) Ability, competency, or possibility"
3552,maybe,adv.,Perhaps
3553,mayor,n.,The chief magistrate of a city or borough
3554,me,pron.,One
3555,meal,n.,A part
3556,meant,imp. & p. p.,of Mean
3557,meaning,p. pr. & vb. n.,of Mean
3558,mean,v. t.,"To have in the mind, as a purpose, intention, etc"
3559,meanwhile,n.,The intervening time
3560,measure,n.,A standard of dimension
3561,measured,imp. & p. p.,of Measure
3562,measuring,p. pr. & vb. n.,of Measure
3563,measurement,n.,The act or result of measuring
3564,meat,n.,"Food, in general"
3565,mechanical,a.,"Pertaining to, governed by, or in accordance with, mechanics, or the laws of motion"
3566,mechanics,n.,"That science, or branch of applied mathematics, which treats of the action of forces on bodies"
3567,mechanism,n.,The arrangement or relation of the parts of a machine
3568,medal,n.,"A piece of metal in the form of a coin, struck with a device, and intended to preserve the remembrance of a notable event or an illustrious person, or to serve as a reward"
3569,media,n.,pl
3570,median,a.,Being in the middle
3571,medical,a.,"Of, pertaining to, or having to do with, the art of healing disease, or the science of medicine"
3572,medication,0,The act or process of medicating
3573,medicine,n.,"The science which relates to the prevention, cure, or alleviation of disease"
3574,medieval,0,Alt
3575,meditation,n.,The act of meditating
3576,mediterranean,a.,"Inclosed, or nearly inclosed, with land"
3577,medium,n.,"That which lies in the middle, or between other things"
3578,met,imp. & p. p.,of Meet
3579,meeting,p. pr. & vb. n.,of Meet
3580,meet,v. t.,"To join, or come in contact with"
3581,mega,0,Alt
3582,melissa,n.,"A genus of labiate herbs, including the balm, or bee balm (Melissa officinalis)"
3583,member,v. t.,To remember
3584,membership,n.,The state of being a member
3585,membrane,n.,"A thin layer or fold of tissue, usually supported by a fibrous network, serving to cover or line some part or organ, and often secreting or absorbing certain fluids"
3586,memorabilia,n. pl.,Things remarkable and worthy of remembrance or record
3587,memorial,a.,Serving to preserve remembrance
3588,memories,pl. ,of Memory
3589,memory,n.,"The faculty of the mind by which it retains the knowledge of previous thoughts, impressions, or events"
3590,ment,p. p.,of Menge
3591,mental,a.,Of or pertaining to the chin
3592,mention,n.,"A speaking or notice of anything, -- usually in a brief or cursory manner"
3593,mentioned,imp. & p. p.,of Mention
3594,mentor,n.,A wise and faithful counselor or monitor
3595,menu,n.,The details of a banquet
3596,merchandise,n.,The objects of commerce
3597,merchant,n.,"One who traffics on a large scale, especially with foreign countries"
3598,mercury,n.,A Latin god of commerce and gain
3599,mercy,n.,"Forbearance to inflict harm under circumstances of provocation, when one has the power to inflict it"
3600,mere,n.,A pool or lake
3601,merely,adv.,Purely
3602,merge,v. t.,To cause to be swallowed up
3603,merger,n.,"One who, or that which, merges"
3604,merit,n.,The quality or state of deserving well or ill
3605,merry,superl.,Laughingly gay
3606,mesa,/.,A high tableland
3607,mesh,n.,"The opening or space inclosed by the threads of a net between knot and knot, or the threads inclosing such a space"
3608,mess,n.,Mass
3609,message,n.,"Any notice, word, or communication, written or verbal, sent from one person to another"
3610,messenger,n.,One who bears a message
3611,metabolism,n.,"The act or process, by which living tissues or cells take up and convert into their own proper substance the nutritive material brought to them by the blood, or by which they transform their cell protoplasm into simpler substances, which are fitted either for excretion or for some special purpose, as in the manufacture of the digestive ferments"
3612,metal,n.,"An elementary substance, as sodium, calcium, or copper, whose oxide or hydroxide has basic rather than acid properties, as contrasted with the nonmetals, or metalloids"
3613,metallic,a.,Of or pertaining to a metal
3614,meter,n.,"One who, or that which, metes or measures"
3615,method,n.,An orderly procedure or process
3616,methodology,n.,The science of method or arrangement
3617,metric,a.,Relating to measurement
3618,metropolitan,a.,Of or pertaining to the capital or principal city of a country
3619,mexican,a.,Of or pertaining to Mexico or its people
3620,mi,n.,"A syllable applied to the third tone of the scale of C, i"
3621,mice,n.,pl of Mouse
3622,microphone,n.,An instrument for intensifying and making audible very feeble sounds
3623,mid,superl.,Denoting the middle part
3624,middle,a.,Equally distant from the extreme either of a number of things or of one thing
3625,midnight,n.,The middle of the night
3626,mighty,n.,Possessing might
3627,migration,n.,The act of migrating
3628,mild,superl.,Gentle
3629,mile,n.,"A certain measure of distance, being equivalent in England and the United States to 320 poles or rods, or 5,280 feet"
3630,mileage,n.,An allowance for traveling expenses at a certain rate per mile
3631,military,a.,"Of or pertaining to soldiers, to arms, or to war"
3632,milk,n.,"A white fluid secreted by the mammary glands of female mammals for the nourishment of their young, consisting of minute globules of fat suspended in a solution of casein, albumin, milk sugar, and inorganic salts"
3633,mill,n.,"A money of account of the United States, having the value of the tenth of a cent, or the thousandth of a dollar"
3634,millennium,n.,A thousand years
3635,miller,n.,One who keeps or attends a flour mill or gristmill
3636,million,n.,"The number of ten hundred thousand, or a thousand thousand, -- written 1,000, 000"
3637,mime,n.,A kind of drama in which real persons and events were generally represented in a ridiculous manner
3638,mind,v.,The intellectual or rational faculty in man
3639,mine,n.,See Mien
3640,mining,p. pr. & vb. n.,of Mine
3641,mineral,v. i.,"An inorganic species or substance occurring in nature, having a definite chemical composition and usually a distinct crystalline form"
3642,miniature,v.,"Originally, a painting in colors such as those in mediaeval manuscripts"
3643,minimize,v. t.,To reduce to the smallest part or proportion possible
3644,minimum,n.,"The least quantity assignable, admissible, or possible, in a given case"
3645,minister,n.,A servant
3646,ministry,n.,The act of ministering
3647,minor,a.,"Inferior in bulk, degree, importance, etc"
3648,minority,a. & n.,"The state of being a minor, or under age"
3649,mint,n.,"The name of several aromatic labiate plants, mostly of the genus Mentha, yielding odoriferous essential oils by distillation"
3650,minus,a.,Less
3651,minute,n.,The sixtieth part of an hour
3652,miracle,n.,A wonder or wonderful thing
3653,mirror,n.,A looking-glass or a speculum
3654,miscellaneous,a.,Mixed
3655,mistake,v. t.,To make or form amiss
3656,miss,n.,A title of courtesy prefixed to the name of a girl or a woman who has not been married
3657,missed,imp. & p. p.,of Miss
3658,missing,p. pr. & vb. n.,of Miss
3659,missile,a.,Capable of being thrown
3660,mission,n.,"The act of sending, or the state of being sent"
3661,mistress,n.,"A woman having power, authority, or ownership"
3662,mixed,imp. & p. p.,of Mix
3663,mixing,p. pr. & vb. n.,of Mix
3664,mix,v. t.,"To cause a promiscuous interpenetration of the parts of, as of two or more substances with each other, or of one substance with others"
3665,mixer,n.,"One who, or that which, mixes"
3666,mixture,n.,"The act of mixing, or the state of being mixed"
3667,mo,"a., adv., & n.",More
3668,mobile,a.,Capable of being moved
3669,mobility,n.,The quality or state of being mobile
3670,mode,n.,Manner of doing or being
3671,model,n.,"A miniature representation of a thing, with the several parts in due proportion"
3672,modeling,p. pr. & vb. n.,of Model
3673,modelling,0,of Model
3674,moderate,a.,Kept within due bounds
3675,moderator,n.,"One who, or that which, moderates, restrains, or pacifies"
3676,modern,a.,"Of or pertaining to the present time, or time not long past"
3677,modification,n.,"The act of modifying, or the state of being modified"
3678,modified,imp. & p. p.,of Modify
3679,modify,v. t.,To change somewhat the form or qualities of
3680,modular,a.,"Of or pertaining to mode, modulation, module, or modius"
3681,module,n.,A model or measure
3682,moisture,n.,A moderate degree of wetness
3683,mold,n.,A spot
3684,molecular,a.,"Pertaining to, connected with, produced by, or consisting of, molecules"
3685,moment,n.,A minute portion of time
3686,momentum,n.,"The quantity of motion in a moving body, being always proportioned to the quantity of matter multiplied into the velocity"
3687,monday,n.,The second day of the week
3688,monetary,a.,"Of or pertaining to money, or consisting of money"
3689,money,n.,"A piece of metal, as gold, silver, copper, etc"
3690,monitor,n.,One who admonishes
3691,monkey,n.,"In the most general sense, any one of the Quadrumana, including apes, baboons, and lemurs"
3692,mono,n.,The black howler of Central America (Mycetes villosus)
3693,monster,n.,"Something of unnatural size, shape, or quality"
3694,monte,n.,"A favorite gambling game among Spaniards, played with dice or cards"
3695,month,n.,One of the twelve portions into which the year is divided
3696,monthly,a.,"Continued a month, or a performed in a month"
3697,mood,n.,Manner
3698,moon,n.,The celestial orb which revolves round the earth
3699,moral,a.,Relating to duty or obligation
3700,more,n.,A hill
3701,moreover,adv.,Beyond what has been said
3702,morning,a.,Pertaining to the first part or early part of the day
3703,morocco,n.,"A fine kind of leather, prepared commonly from goatskin (though an inferior kind is made of sheepskin), and tanned with sumac and dyed of various colors"
3704,morris,n.,"A Moorish dance, usually performed by a single dancer, who accompanies the dance with castanets"
3705,mortality,n.,The condition or quality of being mortal
3706,mortgage,n.,"A conveyance of property, upon condition, as security for the payment of a debt or the preformance of a duty, and to become void upon payment or performance according to the stipulated terms"
3707,moses,n.,"A large flatboat, used in the West Indies for taking freight from shore to ship"
3708,moss,n.,"A cryptogamous plant of a cellular structure, with distinct stem and simple leaves"
3709,most,a.,Consisting of the greatest number or quantity
3710,mostly,adv.,For the greatest part
3711,mother,n.,A female parent
3712,motion,n.,"The act, process, or state of changing place or position"
3713,motor,n.,"One who, or that which, imparts motion"
3714,mount,v.,"A mass of earth, or earth and rock, rising considerably above the common surface of the surrounding land"
3715,mounted,imp. & p. p.,of Mount
3716,mounting,p. pr. & vb. n.,of Mount
3717,mountain,n.,"A large mass of earth and rock, rising above the common level of the earth or adjacent land"
3718,mouse,n.,Any one of numerous species of small rodents belonging to the genus Mus and various related genera of the family Muridae
3719,mouth,n.,The opening through which an animal receives food
3720,moved,imp. & p. p.,of Move
3721,moving,p. pr. & vb. n.,of Move
3722,move,v. t.,To cause to change place or posture in any manner
3723,movement,n.,The act of moving
3724,much,"Compar. & superl. wanting, but supplied by",Great in quantity
3725,mud,n.,Earth and water mixed so as to be soft and adhesive
3726,mug,n.,"A kind of earthen or metal drinking cup, with a handle, -- usually cylindrical and without a lip"
3727,multiple,a.,"Containing more than once, or more than one"
3728,municipal,a.,Of or pertaining to a city or a corporation having the right of administering local government
3729,municipality,n.,A municipal district
3730,murder,n.,"The offense of killing a human being with malice prepense or aforethought, express or implied"
3731,murphy,n.,A potato
3732,muscle,n.,"An organ which, by its contraction, produces motion"
3733,museum,n.,"A repository or a collection of natural, scientific, or literary curiosities, or of works of art"
3734,music,n.,"The science and the art of tones, or musical sounds, i"
3735,musical,a.,Of or pertaining to music
3736,musician,n.,One skilled in the art or science of music
3737,muslim,n.,See Moslem
3738,must,v. i. / auxiliary,To be obliged
3739,mustang,n.,"The half-wild horse of the plains in Mexico, California, etc"
3740,mutual,a.,Reciprocally acting or related
3741,my,a.,Of or belonging to me
3742,myrtle,n.,"A species of the genus Myrtus, especially Myrtus communis"
3743,ourselves,pl. ,of Myself
3744,myself,pron.,I or me in person
3745,mysterious,a.,Of or pertaining to mystery
3746,mystery,a.,A profound secret
3747,myth,n.,"A story of great but unknown age which originally embodied a belief regarding some fact or phenomenon of experience, and in which often the forces of nature and of the soul are personified"
3748,n,0,"the fourteenth letter of English alphabet, is a vocal consonent, and, in allusion to its mode of formation, is called the dentinasal or linguanasal consonent"
3749,na,a. & adv.,"No, not"
3750,nail,n.,the horny scale of plate of epidermis at the end of the fingers and toes of man and many apes
3751,naked,a.,Having no clothes on
3752,nam,0,Am not
3753,name,n.,The title by which any person or thing is known or designated
3754,named,imp. & p. p.,of Name
3755,namely,adv.,By name
3756,narrative,a.,Of or pertaining to narration
3757,narrow,superl.,Of little breadth
3758,nasty,superl.,Offensively filthy
3759,nat,adv.,Not
3760,nation,n.,"A part, or division, of the people of the earth, distinguished from the rest by common descent, language, or institutions"
3761,national,a.,Of or pertaining to a nation
3762,nationally,adv.,In a national manner or way
3763,native,a.,Arising by birth
3764,natural,a.,Fixed or determined by nature
3765,naturally,adv.,In a natural manner or way
3766,nature,n.,The existing system of things
3767,naughty,superl.,Having little or nothing
3768,naval,a.,Having to do with shipping
3769,navigate,v. i.,To joirney by water
3770,navigation,n.,The act of navigating
3771,navigator,n.,One who navigates or sails
3772,navy,n.,A fleet of ships
3773,ne,adv.,Not
3774,near,adv.,"At a little distance, in place, time, manner, or degree"
3775,nearly,adv.,In a near manner
3776,necessarily,adv.,In a necessary manner
3777,necessary,a.,Such as must be
3778,necessity,n.,"The quality or state of being necessary, unavoidable, or absolutely requisite"
3779,neck,n.,"The part of an animal which connects the head and the trunk, and which, in man and many other animals, is more slender than the trunk"
3780,necklace,n.,"A string of beads, etc"
3781,need,n.,A state that requires supply or relief
3782,needed,imp. & p. p.,of Need
3783,needle,n.,"A small instrument of steel, sharply pointed at one end, with an eye to receive a thread, -- used in sewing"
3784,needs,adv.,Of necessity
3785,negative,a.,Denying
3786,negotiation,n.,The act or process of negotiating
3787,neighbor,n.,A person who lives near another
3788,neighborhood,n.,The quality or condition of being a neighbor
3789,neither,a.,Not either
3790,nerve,n.,"One of the whitish and elastic bundles of fibers, with the accompanying tissues, which transmit nervous impulses between nerve centers and various parts of the animal body"
3791,nervous,a.,possessing nerve
3792,nest,n.,The bed or receptacle prepared by a fowl for holding her eggs and for hatching and rearing her young
3793,net,v. t.,To make into a net
3794,network,n.,"A fabric of threads, cords, or wires crossing each other at certain intervals, and knotted or secured at the crossings, thus leaving spaces or meshes between them"
3795,neural,a.,relating to the nerves or nervous system
3796,neutral,a.,Not engaged on either side
3797,never,adv.,Not ever
3798,nevertheless,adv. / conj.,Not the less
3799,new,superl.,"Having existed, or having been made, but a short time"
3800,newfoundland,n.,"An island on the coast of British North America, famed for the fishing grounds in its vicinity"
3801,newly,adv.,Lately
3802,news,n,A report of recent occurences
3803,newspaper,n.,"A sheet of paper printed and distributed, at stated intervals, for conveying intelligence of passing events, advocating opinions, etc"
3804,next,superl.,Nearest in place
3805,nice,superl.,Foolish
3806,nick,n.,An evil spirit of the waters
3807,nickel,n.,A bright silver-white metallic element
3808,nickname,n.,"A name given in contempt, derision, or sportive familiarity"
3809,night,n.,"That part of the natural day when the sun is beneath the horizon, or the time from sunset to sunrise"
3810,nightmare,n.,A fiend or incubus formerly supposed to cause trouble in sleep
3811,nil,v. t.,Will not
3812,nine,a.,Eight and one more
3813,nipple,n.,The protuberance through which milk is drawn from the breast or mamma
